UID,Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
2961,Boeing,"SLC-2W, Vandenberg AFB, California, USA",9/27/1997,1:23:00,Delta II 7920-10C,MS-4,Retired,,Success
2962,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",9/29/1997,10:20:00,PSLV-G,IRS-1D,Retired,25,Partial Failure
2963,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",10/5/1997,21:01:00,Atlas IIAS,Echostar 3,Retired,,Success
2964,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",10/15/1997,8:43:00,Titan IV(401)B,Cassini???Huygens,Retired,,Success
2965,CASC,"LC-2, Xichang Satellite Launch Center, China",10/16/1997,19:13:00,Long March 3B,Apstar 2R,Retired,,Success
2966,Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",10/22/1997,13:13:00,Pegasus XL,STEP-4,Active,40,Success
2967,Lockheed,"SLC-4E, Vandenberg AFB, California, USA",10/24/1997,2:32:00,Titan IV(403)A,NROL-3 (Lacrosse),Retired,,Success
2968,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",10/25/1997,0:46:00,Atlas IIA,DSCS IIIB-13,Retired,,Success
2969,ESA,"ELA-3, Guiana Space Centre, French Guiana, France",10/30/1997,13:43:00,Ariane 5 G,"MaqSat-H, TEAMSAT, MaqSat-B, YES",Retired,,Partial Failure
2970,AEB,"VLS Pad, Alcântara Launch Center, Maranhão, Brazil",11/2/1997,,VLS-1,SCD-2A,Retired,,Failure
2971,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",11/6/1997,0:30:00,Delta II 7925,USA-134 (GPS IIA-19),Retired,,Success
2972,Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA",11/8/1997,2:05:00,Titan IV(401)A,NROL-4 (Trumpet),Retired,,Success
2973,Boeing,"SLC-2W, Vandenberg AFB, California, USA",11/9/1997,1:34:00,Delta II 7920-10C,MS-5,Retired,,Success
2974,NASA,"LC-39B, Kennedy Space Center, Florida, USA",11/19/1997,19:46:00,Space Shuttle Columbia,STS-87,Retired,450,Success
2975,MHI,"LA-Y1, Tanegashima Space Center, Japan",11/27/1997,21:27:00,H-II,TRMM & Orihime/Hikoboshi,Retired,,Success
2976,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/2/1997,22:52:00,Ariane 44P,"JCSAT-5, Equator S",Retired,,Success
2977,CASC,"LC-7, Taiyuan Satellite Launch Center, China",12/8/1997,7:16:00,Long March 2C,Iridium 42 & 44,Active,30.8,Success
2978,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",12/8/1997,23:52:00,Atlas IIAS,Galaxy 8i,Retired,,Success
2979,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",12/9/1997,7:17:00,Tsyklon-2,Cosmos 2347,Retired,,Success
2980,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/12/1997,21:48:00,Ariane 44L,"Sirius-2, Cakrawarta-1",Retired,,Success
2981,Boeing,"SLC-2W, Vandenberg AFB, California, USA",12/20/1997,13:16:00,Delta II 7920-10C,MS-6,Retired,,Success
2982,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/22/1997,0:16:00,Ariane 42L,Intelsat 804,Retired,,Success
2983,Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",12/23/1997,19:11:00,Pegasus XL/HAPS,Orbcomm A1-A8,Active,40,Success
2984,MITT,"Svobodny Cosmodrome, Russia",12/24/1997,13:32:00,Start-1,Earlybird 1,Active,,Success
2985,ILS,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",12/24/1997,23:19:00,Proton K/Block DM-3,PAS-22,Retired,,Partial Failure
2986,Lockheed,"SLC-46, Cape Canaveral AFS, Florida, USA",1/7/1998,2:28:00,Athena II,Lunar Prospector,Retired,,Success
2987,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1/10/1998,0:32:00,Delta II 7925,Skynet 4D,Retired,,Success
2988,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1/22/1998,2:48:00,Space Shuttle Endeavour,STS-89,Retired,450,Success
2989,IAI,"Pad 1, Palmachim Airbase, Israel",1/22/1998,,Shavit,Ofek-4,Retired,,Failure
2990,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",1/29/1998,18:37:00,Atlas IIA,NROL-5/SDS,Retired,,Success
2991,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2/4/1998,23:29:00,Ariane 44LP,"Brasilsat B3, Inmarsat-3 F5",Retired,,Success
2992,Northrop,"SLC-576E, Vandenberg AFB, California, USA",2/10/1998,13:20:00,Minotaur C (Taurus),GFO & Orbcomm 11 and 12,Active,45,Success
2993,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2/14/1998,14:24:00,Delta II 7420-10C,Globalstar-1,Retired,,Success
2994,Boeing,"SLC-2W, Vandenberg AFB, California, USA",2/18/1998,13:58:00,Delta II 7920-10C,MS-7,Retired,,Success
2995,MHI,"LA-Y1, Tanegashima Space Center, Japan",2/21/1998,7:55:00,H-II,Kakehashi,Retired,,Partial Failure
2996,Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",2/26/1998,7:07:00,Pegasus XL,SNOE & BATSAT,Active,40,Success
2997,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2/27/1998,22:38:00,Ariane 42P,Hot Bird 4,Retired,,Success
2998,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2/28/1998,0:21:00,Atlas IIAS,Intelsat 806,Retired,,Success
2999,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",3/16/1998,21:32:00,Atlas II,UHF F8,Retired,,Success
3000,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",3/24/1998,1:46:00,Ariane 40,SPOT-4,Retired,,Success
3001,CASC,"LC-7, Taiyuan Satellite Launch Center, China",3/25/1998,17:01:00,Long March 2C,Iridium 51 & 61,Active,30.8,Success
3002,Boeing,"SLC-2W, Vandenberg AFB, California, USA",3/30/1998,6:02:00,Delta II 7920-10C,MS-8,Retired,,Success
3003,Northrop,"Stargazer, Vandenberg AFB, California, USA",4/2/1998,16:24:00,Pegasus XL,TRACE,Active,40,Success
3004,NASA,"LC-39B, Kennedy Space Center, Florida, USA",4/17/1998,18:19:00,Space Shuttle Columbia,STS-90,Retired,450,Success
3005,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",4/24/1998,22:38:00,Delta II 7920-10C,Globalstar-2,Retired,,Success
3006,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",4/28/1998,22:53:00,Ariane 44P,"Nilesat-101, BSAT-1B",Retired,,Success
3007,CASC,"LC-7, Taiyuan Satellite Launch Center, China",5/2/1998,9:16:00,Long March 2C,Iridium 69 & 71,Active,30.8,Success
3008,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",5/7/1998,8:53:00,Molniya-M /Block 2BL,Cosmos 2351,Retired,,Success
3009,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",5/9/1998,1:38:00,Titan IV(401)B,NROL-6 (Mentor),Retired,,Success
3010,Lockheed,"SLC-4W, Vandenberg AFB, California, USA",5/13/1998,15:52:00,Titan II(23)G,NOAA-15,Retired,35,Success
3011,Boeing,"SLC-2W, Vandenberg AFB, California, USA",5/17/1998,21:16:00,Delta II 7920-10C,MS-9,Retired,,Success
3012,CASC,"LC-2, Xichang Satellite Launch Center, China",5/30/1998,10:00:00,Long March 3B,ChinaStar 1,Retired,,Success
3013,NASA,"LC-39A, Kennedy Space Center, Florida, USA",6/2/1998,22:06:00,Space Shuttle Discovery,STS-91,Retired,450,Success
3014,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",6/10/1998,0:35:00,Delta II 7925,Thor III,Retired,,Success
3015,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",6/15/1998,22:58:00,Tsyklon-3,Cosmos 2352 to 2357,Retired,,Partial Failure
3016,CASC,"LC-2, Xichang Satellite Launch Center, China",6/18/1998,9:20:00,Long March 3B,SinoSat 1,Retired,,Success
3017,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",6/18/1998,22:48:00,Atlas IIAS,Intelsat 805,Retired,,Success
3018,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",7/1/1998,0:48:00,Molniya-M /Block ML,Molniya-3 nâ€ Â­167,Retired,,Success
3019,ISAS,"Mu Pad, Uchinoura Space Center, Japan",7/3/1998,18:12:00,Mu-V / M-24,Nozomi,Retired,,Success
3020,SRC,"K-407 Submarine, Barents Sea Launch Area, Barents Sea",7/7/1998,3:15:00,Shtil',Tubsat,Retired,,Success
3021,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",7/10/1998,6:30:00,Zenit-2,Resurs-O1 nâ€ Â­4 & Others,Retired,,Success
3022,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",7/28/1998,9:15:00,Zenit-2,Cosmos 2360,Retired,,Success
3023,Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",8/2/1998,16:24:00,Pegasus XL/HAPS,Orbcomm B1 - B8,Active,40,Success
3024,Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA",8/12/1998,11:30:00,Titan IV(401)A,NROL-7 (Mercury),Retired,,Failure
3025,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",8/12/1998,12:53:00,Molniya-M /Block ML,Molniya-1 nâ€ Â­133,Retired,,Success
3026,CASC,"LC-7, Taiyuan Satellite Launch Center, China",8/19/1998,23:01:00,Long March 2C,Iridium 76 & 78,Active,30.8,Success
3027,Boeing,"SLC-2W, Vandenberg AFB, California, USA",8/24/1998,12:08:00,Delta II 7920-10C,Deep Space 1,Retired,,Success
3028,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/25/1998,23:07:00,Ariane 44P,ST-1,Retired,,Success
3029,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",8/27/1998,1:17:00,Delta III 8930,Galaxy 10,Retired,,Failure
3030,KCST,"Pad 1, Tonghae Satellite Launching Ground, North Korea",8/31/1998,3:07:00,Taepodong-1,KwangmyÂÂngsÂÂng 1,Retired,,Failure
3031,Boeing,"SLC-2W, Vandenberg AFB, California, USA",9/8/1998,21:13:00,Delta II 7920-10C,MS-10,Retired,,Success
3032,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",9/9/1998,20:29:00,Zenit-2,Globalstar Satellites,Retired,,Failure
3033,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/16/1998,6:31:00,Ariane 44LP,Panamsat-7,Retired,,Success
3034,Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",9/23/1998,5:06:00,Pegasus XL/HAPS,Orbcomm C1 - C8,Active,40,Success
3035,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",9/28/1998,23:41:00,Molniya-M /Block ML,Molniya-1T nâ€ Â­168,Retired,,Success
3036,Northrop,"SLC-576E, Vandenberg AFB, California, USA",10/3/1998,10:04:00,Minotaur C (Taurus),STEX (NROL-8),Active,45,Success
3037,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/5/1998,22:51:00,Ariane 44L,"Eutelsat W2, Sirius-3",Retired,,Success
3038,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",10/9/1998,22:50:00,Atlas IIA,Hot Bird 5,Retired,,Success
3039,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",10/20/1998,7:19:00,Atlas IIA,UHF F9,Retired,,Success
3040,ESA,"ELA-3, Guiana Space Centre, French Guiana, France",10/21/1998,16:37:00,Ariane 5 G,MaqSat 3 & ARD,Retired,,Success
3041,Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",10/22/1998,0:02:00,Pegasus,SCD-2,Retired,40,Success
3042,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/28/1998,22:15:00,Ariane 44L,"Afristar, GE-5",Retired,,Success
3043,NASA,"LC-39B, Kennedy Space Center, Florida, USA",10/29/1998,19:19:00,Space Shuttle Discovery,STS-95,Retired,450,Success
3044,Boeing,"SLC-2W, Vandenberg AFB, California, USA",11/6/1998,13:37:00,Delta II 7920-10C,MS-11,Retired,,Success
3045,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",11/22/1998,23:54:00,Delta II 7925,BONUM-1,Retired,,Success
3046,NASA,"LC-39A, Kennedy Space Center, Florida, USA",12/4/1998,8:35:00,Space Shuttle Endeavour,STS-88,Retired,450,Success
3047,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/6/1998,0:43:00,Ariane 42L,Satmex 5,Retired,,Success
3048,Northrop,"Stargazer, Vandenberg AFB, California, USA",12/6/1998,0:57:00,Pegasus XL,SWAS,Active,40,Success
3049,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",12/10/1998,11:57:00,Cosmos-3M (11K65M),Nadiezhda nâ€ Â­8 & Astrid 2,Retired,,Success
3050,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",12/11/1998,18:45:00,Delta II 7425,Mars Climate Orbiter,Retired,,Success
3051,CASC,"LC-7, Taiyuan Satellite Launch Center, China",12/19/1998,11:39:00,Long March 2C,Iridium 88 & 89,Active,30.8,Success
3052,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/22/1998,1:08:00,Ariane 42L,Panamsat-6B,Retired,,Success
3053,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",12/24/1998,20:02:00,Cosmos-3M (11K65M),Cosmos 2361,Retired,,Success
3054,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1/3/1999,20:21:00,Delta II 7425,Mars Polar Lander,Retired,,Success
3055,Lockheed,"SLC-46, Cape Canaveral AFS, Florida, USA",1/27/1999,0:34:00,Athena I,ROCSAT 1,Retired,,Success
3056,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2/7/1999,21:04:00,Delta II 7426,Stardust,Retired,,Success
3057,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",2/16/1999,1:45:00,Atlas IIAS,JCSAT-6,Retired,,Success
3058,Boeing,"SLC-2W, Vandenberg AFB, California, USA",2/23/1999,10:29:00,Delta II 7920-10,"ARGOS (P91-1 ARGOS), ?Ã¶rsted and SUNSAT",Retired,,Success
3059,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2/26/1999,22:44:00,Ariane 44L,"Arabsat-3A, Skynet 4E",Retired,,Success
3060,Northrop,"Stargazer, Vandenberg AFB, California, USA",3/5/1999,2:56:00,Pegasus XL,WIRE,Active,40,Success
3061,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",3/28/1999,,Zenit-3 SL,DemoSat,Retired,,Success
3062,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",4/2/1999,22:03:00,Ariane 42P,Insat-2E,Retired,,Success
3063,Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA",4/9/1999,17:01:00,Titan IV(402)B,DSP,Retired,,Failure
3064,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",4/12/1999,22:50:00,Atlas IIAS,Eutelsat W3,Retired,,Success
3065,Boeing,"SLC-2W, Vandenberg AFB, California, USA",4/15/1999,18:32:00,Delta II 7920-10,Landsat 7,Retired,,Success
3066,Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",4/21/1999,,Dnepr,UoSat 12,Retired,29,Success
3067,Lockheed,"SLC-6, Vandenberg AFB, California, USA",4/27/1999,18:22:00,Athena II,Ikonos,Retired,,Failure
3068,VKS RF,"Site 107/1, Kapustin Yar, Russia",4/28/1999,,Cosmos-3M (11K65M),ABRIXAS & Megsat 0,Retired,,Success
3069,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",4/30/1999,16:30:00,Titan IV(401)B,Milstar DFS-3m,Retired,,Failure
3070,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",5/5/1999,1:00:00,Delta III 8930,Orion 3,Retired,,Failure
3071,CASC,"LC-7, Taiyuan Satellite Launch Center, China",5/10/1999,1:33:00,Long March 4B,Fengyun 1C & Shijian-5,Active,64.68,Success
3072,Northrop,"Stargazer, Vandenberg AFB, California, USA",5/18/1999,5:09:00,Pegasus XL/HAPS,TERRIERS & MUBLCOM,Active,40,Success
3073,Lockheed,"SLC-4E, Vandenberg AFB, California, USA",5/22/1999,9:36:00,Titan IV(404)B,NROL-9 (Misty),Retired,,Success
3074,NASA,"LC-39B, Kennedy Space Center, Florida, USA",5/27/1999,10:49:00,Space Shuttle Discovery,STS-96,Retired,450,Success
3075,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",5/29/1999,11:52:00,PSLV-G,"IRS-P4, DLR-Tubsat, & Kitsat-3",Retired,25,Success
3076,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",6/10/1999,13:48:00,Delta II 7420-10C,Globalstar 3,Retired,,Success
3077,CASC,"LC-7, Taiyuan Satellite Launch Center, China",6/11/1999,17:15:00,Long March 2C,Iridium 92 & 93,Active,30.8,Success
3078,Lockheed,"SLC-4W, Vandenberg AFB, California, USA",6/20/1999,2:15:00,Titan II(23)G,QuikSCAT,Retired,35,Success
3079,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",6/24/1999,15:44:00,Delta II 7320-10C,FUSE,Retired,,Success
3080,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",7/8/1999,8:45:00,Molniya-M /Block ML,Molniya-3 nâ€ Â­169,Retired,,Success
3081,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",7/10/1999,8:45:00,Delta II 7420-10C,Globalstar 4,Retired,,Success
3082,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",7/17/1999,5:37:00,Zenit-2,Okean-O nâ€ Â­1,Retired,,Success
3083,NASA,"LC-39B, Kennedy Space Center, Florida, USA",7/23/1999,4:31:00,Space Shuttle Columbia,STS-93,Retired,450,Success
3084,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",7/25/1999,7:46:00,Delta II 7420-10C,Globalstar 5,Retired,,Success
3085,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",8/7/1999,12:51:00,Delta II 7925,USA-145 (GPS IIR-3),Retired,,Success
3086,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/12/1999,22:52:00,Ariane 42P,Telkom-1,Retired,,Success
3087,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",8/17/1999,4:37:00,Delta II 7420-10C,Globalstar 6,Retired,,Success
3088,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",8/26/1999,12:02:00,Cosmos-3M (11K65M),Cosmos 2366,Retired,,Success
3089,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/4/1999,22:34:00,Ariane 42P,Koreasat-3,Retired,,Success
3090,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",9/23/1999,6:02:00,Atlas IIAS,Echostar 5,Retired,,Success
3091,Lockheed,"SLC-6, Vandenberg AFB, California, USA",9/24/1999,18:21:00,Athena II,Ikonos 1,Retired,,Success
3092,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/25/1999,6:29:00,Ariane 44LP,Telstar 7,Retired,,Success
3093,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",10/10/1999,,Zenit-3 SL,DirecTV 1R,Retired,,Success
3094,CASC,"LC-7, Taiyuan Satellite Launch Center, China",10/14/1999,3:15:00,Long March 4B,CBERS-1 & SACI 1,Active,64.68,Success
3095,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/19/1999,6:22:00,Ariane 44LP,Orion 2,Retired,,Success
3096,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",11/13/1999,22:54:00,Ariane 44LP,GE-4,Retired,,Success
3097,MHI,"LA-Y1, Tanegashima Space Center, Japan",11/15/1999,7:29:00,H-IIS,Himawari 6,Retired,,Failure
3098,CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",11/19/1999,22:30:00,Long March 2F,Shenzhou 1,Retired,,Success
3099,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",11/23/1999,4:06:00,Atlas IIA,UHF F10,Retired,,Success
3100,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/3/1999,16:22:00,Ariane 40,Helios 1B & Cl??mentine,Retired,,Success
3101,Northrop,"Stargazer, Vandenberg AFB, California, USA",12/4/1999,18:53:00,Pegasus XL/HAPS,Orbcomm D1-D8,Active,40,Success
3102,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",12/10/1999,14:32:00,Ariane 5 G,XMM-Newton,Retired,,Success
3103,AEB,"VLS Pad, Alcântara Launch Center, Maranhão, Brazil",12/11/1999,19:40:00,VLS-1,SACI-2,Retired,,Failure
3104,Lockheed,"SLC-4W, Vandenberg AFB, California, USA",12/12/1999,17:36:00,Titan II(23)G,USA-147,Retired,35,Success
3105,Lockheed,"SLC-3E, Vandenberg AFB, California, USA",12/18/1999,18:57:00,Atlas IIAS,Terra,Retired,,Success
3106,NASA,"LC-39A, Kennedy Space Center, Florida, USA",12/20/1999,0:50:00,Space Shuttle Discovery,STS-103,Retired,450,Success
3107,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/22/1999,0:50:00,Ariane 44L,Galaxy-11,Retired,,Success
3108,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",12/26/1999,8:00:00,Tsyklon-2,Cosmos 2367,Retired,,Success
3109,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",12/27/1999,19:12:00,Molniya-M /Block 2BL,Cosmos 2368,Retired,,Success
3110,Northrop,"SLC-576E, Vandenberg AFB, California, USA",12/31/1999,7:13:00,Minotaur C (Taurus),KOMPSAT & ACRIMSAT,Active,45,Success
3111,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",1/21/2000,1:03:00,Atlas IIA,DSCS IIIB-8,Retired,,Success
3112,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1/25/2000,1:04:00,Ariane 42L,Galaxy 10R,Retired,,Success
3113,CASC,"LC-2, Xichang Satellite Launch Center, China",1/25/2000,16:45:00,Long March 3A,ChinaSat-22,Active,69.7,Success
3114,Northrop,"SLC-8, Vandenberg AFB, California, USA",1/27/2000,3:03:00,Minotaur I,JAWSat,Active,40,Success
3115,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2/3/2000,23:30:00,Atlas IIAS,Hispasat 1C,Retired,,Success
3116,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2/8/2000,21:24:00,Delta II 7920-10C,Globalstar 7,Retired,,Success
3117,ISAS,"Mu Pad, Uchinoura Space Center, Japan",2/10/2000,1:30:00,Mu-V / M-24,Astro E,Retired,,Failure
3118,NASA,"LC-39A, Kennedy Space Center, Florida, USA",2/11/2000,16:43:00,Space Shuttle Endeavour,STS-99,Retired,450,Success
3119,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2/18/2000,1:04:00,Ariane 44LP,Superbird 4,Retired,,Success
3120,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",3/2/2000,9:26:00,Zenit-2,Cosmos 2369,Retired,,Success
3121,Northrop,"SLC-576E, Vandenberg AFB, California, USA",3/12/2000,9:29:00,Minotaur C (Taurus),Multispectral Thermal Imager (MTI),Active,45,Success
3122,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",3/12/2000,14:49:00,Zenit-3 SL,ICO F-1,Retired,,Failure
3123,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",3/21/2000,23:28:00,Ariane 5 G,INSAT-3B & AsiaStar,Retired,,Success
3124,Boeing,"SLC-2W, Vandenberg AFB, California, USA",3/25/2000,20:34:00,Delta II 7326,IMAGE,Retired,,Success
3125,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",4/19/2000,0:29:00,Ariane 42L,Galaxy 4R,Retired,,Success
3126,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",5/3/2000,7:07:00,Atlas IIA,GOES-L,Retired,,Success
3127,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",5/8/2000,16:01:00,Titan IV(402)B,DSP,Retired,,Success
3128,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",5/11/2000,1:48:00,Delta II 7925,GPS IIR-4,Retired,,Success
3129,Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",5/16/2000,8:27:00,Rokot/Briz KM,SimSat 1 & 2 (Iridium),Retired,41.8,Success
3130,NASA,"LC-39A, Kennedy Space Center, Florida, USA",5/19/2000,10:11:00,Space Shuttle Atlantis,STS-101,Retired,450,Success
3131,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",5/24/2000,23:10:00,Atlas IIIA,Eutelsat W4,Retired,,Success
3132,Northrop,"Stargazer, Vandenberg AFB, California, USA",6/7/2000,13:19:00,Pegasus XL,TSX-5,Active,40,Success
3133,CASC,"LC-3, Xichang Satellite Launch Center, China",6/25/2000,11:50:00,Long March 3,Fengyun-2B,Retired,,Success
3134,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",6/28/2000,10:37:00,Cosmos-3M (11K65M),"Nadiezhda nâ€ Â­9, Tsinghua-1 & SNAP-1",Retired,,Success
3135,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",6/30/2000,12:56:00,Atlas IIA,TDRS-H,Retired,,Success
3136,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",7/14/2000,5:21:00,Atlas IIAS,Echostar 6,Retired,,Success
3137,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",7/15/2000,12:00:00,Cosmos-3M (11K65M),"CHAMP, MITA & Rubin 1",Retired,,Success
3138,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",7/16/2000,9:17:00,Delta II 7925,GPS IIR-5,Retired,,Success
3139,Northrop,"SLC-8, Vandenberg AFB, California, USA",7/19/2000,20:09:00,Minotaur I,MightySat 2.1,Active,40,Success
